index,pokedex_number,name,german_name,generation,status,species,type_1,type_2,height_m,weight_kg,abilities_number,ability_1,ability_2,ability_hidden,total_points,hp,attack,defense,sp_attack,sp_defense,speed,catch_rate,base_friendship,base_experience,growth_rate,egg_type_1,egg_type_2,percentage_male,egg_cycles,against_normal,against_fire,against_water,against_electric,against_grass,against_ice,against_fight,against_poison,against_ground,against_flying,against_psychic,against_bug,against_rock,against_ghost,against_dragon,against_dark,against_steel,against_fairy
899,766,Passimian,Quartermak,7,Normal,Teamwork Pokémon,Fighting,,2,82.8,2,Receiver,,Defiant,490,100,120,90,40,60,80,45,70,172,Slow,Field,,50,20,1,1,1,1,1,1,1,1,1,2,2,0.5,0.5,1,1,0.5,1,2
900,767,Wimpod,Reißlaus,7,Normal,Turn Tail Pokémon,Bug,Water,0.5,12,1,Wimp Out,,,230,25,35,40,20,30,80,90,70,46,Medium Fast,Bug,Water 3,50,20,1,1,0.5,2,1,0.5,0.5,1,0.5,2,1,1,2,1,1,1,0.5,1
901,768,Golisopod,Tectass,7,Normal,Hard Scale Pokémon,Bug,Water,2,108,1,Emergency Exit,,,530,75,125,140,60,90,40,45,70,186,Medium Fast,Bug,Water 3,50,20,1,1,0.5,2,1,0.5,0.5,1,0.5,2,1,1,2,1,1,1,0.5,1
902,769,Sandygast,Sankabuh,7,Normal,Sand Heap Pokémon,Ghost,Ground,0.5,70,2,Water Compaction,,Sand Veil,320,55,55,80,70,45,15,140,70,64,Medium Fast,Amorphous,,50,15,0,1,2,0,2,2,0,0.25,1,1,1,0.5,0.5,2,1,2,1,1
903,770,Palossand,Colossand,7,Normal,Sand Castle Pokémon,Ghost,Ground,1.3,250,2,Water Compaction,,Sand Veil,480,85,75,110,100,75,35,60,70,168,Medium Fast,Amorphous,,50,15,0,1,2,0,2,2,0,0.25,1,1,1,0.5,0.5,2,1,2,1,1
904,771,Pyukumuku,Gufa,7,Normal,Sea Cucumber Pokémon,Water,,0.3,1.2,2,Innards Out,,Unaware,410,55,60,130,30,130,5,60,70,144,Fast,Water 1,,50,15,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1
905,772,Type: Null,Typ:Null,7,Sub Legendary,Synthetic Pokémon,Normal,,1.9,120.5,1,Battle Armor,,,534,95,95,95,95,95,59,3,0,107,Slow,Undiscovered,,,120,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1
906,773,Silvally,Amigento,7,Sub Legendary,Synthetic Pokémon,Normal,,2.3,100.5,1,RKS System,,,570,95,95,95,95,95,95,3,0,257,Slow,Undiscovered,,,120,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1
907,774,Minior Meteor Form,Meteno,7,Normal,Meteor Pokémon,Rock,Flying,0.3,40,1,Shields Down,,,440,60,60,100,60,100,60,30,70,154,Medium Slow,Mineral,,,25,0.5,0.5,2,2,1,2,1,0.5,0,0.5,1,0.5,2,1,1,1,2,1
908,774,Minior Core Form,Meteno,7,Normal,Meteor Pokémon,Rock,Flying,0.3,0.3,1,Shields Down,,,500,60,100,60,100,60,120,30,70,175,Medium Slow,Mineral,,,25,0.5,0.5,2,2,1,2,1,0.5,0,0.5,1,0.5,2,1,1,1,2,1
909,775,Komala,Koalelu,7,Normal,Drowsing Pokémon,Normal,,0.4,19.9,1,Comatose,,,480,65,115,65,75,95,65,45,70,168,Slow,Field,,50,20,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1
910,776,Turtonator,Tortunator,7,Normal,Blast Turtle Pokémon,Fire,Dragon,2,212,1,Shell Armor,,,485,60,78,135,91,85,36,70,70,170,Medium Fast,Dragon,Monster,50,20,1,0.25,1,0.5,0.25,1,1,1,2,1,1,0.5,2,1,2,1,0.5,1
911,777,Togedemaru,Togedemaru,7,Normal,Roly-Poly Pokémon,Electric,Steel,0.3,3.3,3,Iron Barbs,Lightning Rod,Sturdy,435,65,98,63,40,73,96,180,70,152,Medium Fast,Fairy,Field,50,10,0.5,2,1,0.5,0.5,0.5,2,0,4,0.25,0.5,0.5,0.5,1,0.5,1,0.25,0.5
912,778,Mimikyu,Mimigma,7,Normal,Disguise Pokémon,Ghost,Fairy,0.2,0.7,1,Disguise,,,476,55,90,80,50,105,96,45,70,167,Medium Fast,Amorphous,,50,20,0,1,1,1,1,1,0,1,1,1,1,0.25,1,2,0,1,2,1
913,779,Bruxish,Knirfish,7,Normal,Gnash Teeth Pokémon,Water,Psychic,0.9,19,3,Dazzling,Strong Jaw,Wonder Skin,475,68,105,70,70,70,92,80,70,166,Medium Fast,Water 2,,50,15,1,0.5,0.5,2,2,0.5,0.5,1,1,1,0.5,2,1,2,1,2,0.5,1
914,780,Drampa,Sen-Long,7,Normal,Placid Pokémon,Normal,Dragon,3,185,3,Berserk,Sap Sipper,Cloud Nine,485,78,60,85,135,91,36,70,70,170,Medium Fast,Dragon,Monster,50,20,1,0.5,0.5,0.5,0.5,2,2,1,1,1,1,1,1,0,2,1,1,2
915,781,Dhelmise,Moruda,7,Normal,Sea Creeper Pokémon,Ghost,Grass,3.9,210,1,Steelworker,,,517,70,131,100,86,90,40,25,70,181,Medium Fast,Mineral,,,25,0,2,0.5,0.5,0.5,2,0,1,0.5,2,1,1,1,2,1,2,1,1
916,782,Jangmo-o,Miniras,7,Normal,Scaly Pokémon,Dragon,,0.6,29.7,3,Bulletproof,Soundproof,Overcoat,300,45,55,65,45,45,45,45,70,60,Slow,Dragon,,50,40,1,0.5,0.5,0.5,0.5,2,1,1,1,1,1,1,1,1,2,1,1,2
917,783,Hakamo-o,Mediras,7,Normal,Scaly Pokémon,Dragon,Fighting,1.2,47,3,Bulletproof,Soundproof,Overcoat,420,55,75,90,65,70,65,45,70,147,Slow,Dragon,,50,40,1,0.5,0.5,0.5,0.5,2,1,1,1,2,2,0.5,0.5,1,2,0.5,1,4
918,784,Kommo-o,Grandiras,7,Normal,Scaly Pokémon,Dragon,Fighting,1.6,78.2,3,Bulletproof,Soundproof,Overcoat,600,75,110,125,100,105,85,45,70,270,Slow,Dragon,,50,40,1,0.5,0.5,0.5,0.5,2,1,1,1,2,2,0.5,0.5,1,2,0.5,1,4
919,785,Tapu Koko,Kapu-Riki,7,Sub Legendary,Land Spirit Pokémon,Electric,Fairy,1.8,20.5,2,Electric Surge,,Telepathy,570,70,115,85,95,75,130,3,70,257,Slow,Undiscovered,,,15,1,1,1,0.5,1,1,0.5,2,2,0.5,1,0.5,1,1,0,0.5,1,1
920,786,Tapu Lele,Kapu-Fala,7,Sub Legendary,Land Spirit Pokémon,Psychic,Fairy,1.2,18.6,2,Psychic Surge,,Telepathy,570,70,85,75,130,115,95,3,70,257,Slow,Undiscovered,,,15,1,1,1,1,1,1,0.25,2,1,1,0.5,1,1,2,0,1,2,1
921,787,Tapu Bulu,Kapu-Toro,7,Sub Legendary,Land Spirit Pokémon,Grass,Fairy,1.9,45.5,2,Grassy Surge,,Telepathy,570,70,130,115,85,95,75,3,70,257,Slow,Undiscovered,,,15,1,2,0.5,0.5,0.5,2,0.5,4,0.5,2,1,1,1,1,0,0.5,2,1
922,788,Tapu Fini,Kapu-Kime,7,Sub Legendary,Land Spirit Pokémon,Water,Fairy,1.3,21.2,2,Misty Surge,,Telepathy,570,70,75,115,95,130,85,3,70,257,Slow,Undiscovered,,,15,1,0.5,0.5,2,2,0.5,0.5,2,1,1,1,0.5,1,1,0,0.5,1,1
923,789,Cosmog,Cosmog,7,Legendary,Nebula Pokémon,Psychic,,0.2,0.1,1,Unaware,,,200,43,29,31,29,31,37,45,0,40,Slow,Undiscovered,,,120,1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1
924,790,Cosmoem,Cosmovum,7,Legendary,Protostar Pokémon,Psychic,,0.1,999.9,1,Sturdy,,,400,43,29,131,29,131,37,45,0,140,Slow,Undiscovered,,,120,1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1
925,791,Solgaleo,Solgaleo,7,Legendary,Sunne Pokémon,Psychic,Steel,3.4,230,1,Full Metal Body,,,680,137,137,107,113,89,97,45,0,306,Slow,Undiscovered,,,120,0.5,2,1,1,0.5,0.5,1,0,2,0.5,0.25,1,0.5,2,0.5,2,0.5,0.5
926,792,Lunala,Lunala,7,Legendary,Moone Pokémon,Psychic,Ghost,4,120,1,Shadow Shield,,,680,137,113,89,137,107,97,45,0,306,Slow,Undiscovered,,,120,0,1,1,1,1,1,0,0.5,1,1,0.5,1,1,4,1,4,1,1
927,793,Nihilego,Anego,7,Sub Legendary,Parasite Pokémon,Rock,Poison,1.2,55.5,1,Beast Boost,,,570,109,53,47,127,131,103,45,0,257,Slow,Undiscovered,,,120,0.5,0.5,2,1,1,1,1,0.25,4,0.5,2,0.5,1,1,1,1,2,0.5
928,794,Buzzwole,Masskito,7,Sub Legendary,Swollen Pokémon,Bug,Fighting,2.4,333.6,1,Beast Boost,,,570,107,139,139,53,53,79,45,0,257,Slow,Undiscovered,,,120,1,2,1,1,0.5,1,0.5,1,0.5,4,2,0.5,1,1,1,0.5,1,2
929,795,Pheromosa,Schabelle,7,Sub Legendary,Lissome Pokémon,Bug,Fighting,1.8,25,1,Beast Boost,,,570,71,137,37,137,37,151,45,0,257,Slow,Undiscovered,,,120,1,2,1,1,0.5,1,0.5,1,0.5,4,2,0.5,1,1,1,0.5,1,2
930,796,Xurkitree,Voltriant,7,Sub Legendary,Glowing Pokémon,Electric,,3.8,100,1,Beast Boost,,,570,83,89,71,173,71,83,45,0,257,Slow,Undiscovered,,,120,1,1,1,0.5,1,1,1,1,2,0.5,1,1,1,1,1,1,0.5,1
931,797,Celesteela,Kaguron,7,Sub Legendary,Launch Pokémon,Steel,Flying,9.2,999.9,1,Beast Boost,,,570,97,101,103,107,101,61,45,0,257,Slow,Undiscovered,,,120,0.5,2,1,2,0.25,1,1,0,0,0.5,0.5,0.25,1,1,0.5,1,0.5,0.5
932,798,Kartana,Katagami,7,Sub Legendary,Drawn Sword Pokémon,Grass,Steel,0.3,0.1,1,Beast Boost,,,570,59,181,131,59,31,109,45,0,257,Slow,Undiscovered,,,120,0.5,4,0.5,0.5,0.25,1,2,0,1,1,0.5,1,0.5,1,0.5,1,0.5,0.5
933,799,Guzzlord,Schlingking,7,Sub Legendary,Junkivore Pokémon,Dark,Dragon,5.5,888,1,Beast Boost,,,570,223,101,53,97,53,43,45,0,257,Slow,Undiscovered,,,120,1,0.5,0.5,0.5,0.5,2,2,1,1,1,0,2,1,0.5,2,0.5,1,4
934,800,Necrozma,Necrozma,7,Legendary,Prism Pokémon,Psychic,,2.4,230,1,Prism Armor,,,600,97,107,101,127,89,79,255,0,270,Slow,Undiscovered,,,120,1,1,1,1,1,1,0.5,1,1,1,0.5,1.5,1,1.5,1,1.5,1,1
935,800,Dusk Mane Necrozma,Necrozma,7,Legendary,Prism Pokémon,Psychic,Steel,3.8,460,1,Prism Armor,,,680,97,157,127,113,109,77,3,0,306,Slow,Undiscovered,,,120,0.5,1.5,1,1,0.5,0.5,1,0,1.5,0.5,0.25,1,0.5,1.5,0.5,1.5,0.5,0.5
936,800,Dawn Wings Necrozma,Necrozma,7,Legendary,Prism Pokémon,Psychic,Ghost,4.2,350,1,Prism Armor,,,680,97,113,109,157,127,77,3,0,306,Slow,Undiscovered,,,120,0,1,1,1,1,1,0,0.5,1,1,0.5,1,1,3,1,3,1,1
937,800,Ultra Necrozma,Necrozma,7,Legendary,Prism Pokémon,Psychic,Dragon,7.5,230,1,Neuroforce,,,754,97,167,97,167,97,129,3,0,339,Slow,Undiscovered,,,120,1,0.5,0.5,0.5,0.5,2,0.5,1,1,1,0.5,2,1,2,2,2,1,2
938,801,Magearna,Magearna,7,Mythical,Artificial Pokémon,Steel,Fairy,1,80.5,1,Soul-Heart,,,600,80,95,115,130,115,65,3,0,270,Slow,Undiscovered,,,120,0.5,2,1,1,0.5,0.5,1,0,2,0.5,0.5,0.25,0.5,1,0,0.5,1,0.5
939,802,Marshadow,Marshadow,7,Mythical,Gloomdweller Pokémon,Fighting,Ghost,0.7,22.2,1,Technician,,,600,90,125,80,90,90,125,3,0,270,Slow,Undiscovered,,,120,0,1,1,1,1,1,0,0.5,1,2,2,0.25,0.5,2,1,1,1,2
940,803,Poipole,Venicro,7,Sub Legendary,Poison Pin Pokémon,Poison,,0.6,1.8,1,Beast Boost,,,420,67,73,67,73,67,73,45,0,189,Slow,Undiscovered,,,120,1,1,1,1,0.5,1,0.5,0.5,2,1,2,0.5,1,1,1,1,1,0.5
941,804,Naganadel,Agoyon,7,Sub Legendary,Poison Pin Pokémon,Poison,Dragon,3.6,150,1,Beast Boost,,,540,73,73,73,127,73,121,45,0,243,Slow,Undiscovered,,,120,1,0.5,0.5,0.5,0.25,2,0.5,0.5,2,1,2,0.5,1,1,2,1,1,1
942,805,Stakataka,Muramura,7,Sub Legendary,Rampart Pokémon,Rock,Steel,5.5,820,1,Beast Boost,,,570,61,131,211,53,101,13,30,0,257,Slow,Undiscovered,,,120,0.25,1,2,1,1,0.5,4,0,4,0.25,0.5,0.5,0.5,1,0.5,1,1,0.5
943,806,Blacephalon,Kopplosio,7,Sub Legendary,Fireworks Pokémon,Fire,Ghost,1.8,13,1,Beast Boost,,,570,53,127,53,151,79,107,30,0,257,Slow,Undiscovered,,,120,0,0.5,2,1,0.5,0.5,0,0.5,2,1,1,0.25,2,2,1,2,0.5,0.5
944,807,Zeraora,Zeraora,7,Mythical,Thunderclap Pokémon,Electric,,1.5,44.5,1,Volt Absorb,,,600,88,112,75,102,80,143,3,0,270,Slow,Undiscovered,,,120,1,1,1,0,1,1,1,1,2,0.5,1,1,1,1,1,1,0.5,1
945,808,Meltan,Meltan,7,Mythical,Hex Nut Pokémon,Steel,,0.2,8,1,Magnet Pull,,,300,46,65,65,55,35,34,3,,,Slow,Undiscovered,,,120,0.5,2,1,1,0.5,0.5,2,0,2,0.5,0.5,0.5,0.5,1,0.5,1,0.5,0.5
946,809,Melmetal,Melmetal,7,Mythical,Hex Nut Pokémon,Steel,,2.5,800,1,Iron Fist,,,600,135,143,143,80,65,34,3,,,Slow,Undiscovered,,,120,0.5,2,1,1,0.5,0.5,2,0,2,0.5,0.5,0.5,0.5,1,0.5,1,0.5,0.5
947,810,Grookey,Chimpep,8,Normal,Chimp Pokémon,Grass,,0.3,5,2,Overgrow,,Grassy Surge,310,50,65,50,40,40,65,45,,,Medium Slow,Field,Grass,87.5,20,1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1
948,811,Thwackey,Chimstix,8,Normal,Beat Pokémon,Grass,,0.7,14,2,Overgrow,,Grassy Surge,420,70,85,70,55,60,80,45,,,Medium Slow,Field,Grass,87.5,20,1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1
949,812,Rillaboom,Gortrom,8,Normal,Drummer Pokémon,Grass,,2.1,90,2,Overgrow,,Grassy Surge,530,100,125,90,60,70,85,45,,,Medium Slow,Field,Grass,87.5,20,1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1
950,813,Scorbunny,Hopplo,8,Normal,Rabbit Pokémon,Fire,,0.3,4.5,2,Blaze,,Libero,310,50,71,40,40,40,69,45,,,Medium Slow,Field,Human-Like,87.5,20,1,0.5,2,1,0.5,0.5,1,1,2,1,1,0.5,2,1,1,1,0.5,0.5
951,814,Raboot,Kickerlo,8,Normal,Rabbit Pokémon,Fire,,0.6,9,2,Blaze,,Libero,420,65,86,60,55,60,94,45,,,Medium Slow,Field,Human-Like,87.5,20,1,0.5,2,1,0.5,0.5,1,1,2,1,1,0.5,2,1,1,1,0.5,0.5
952,815,Cinderace,Liberlo,8,Normal,Striker Pokémon,Fire,,1.4,33,2,Blaze,,Libero,530,80,116,75,65,75,119,45,,,Medium Slow,Field,Human-Like,87.5,20,1,0.5,2,1,0.5,0.5,1,1,2,1,1,0.5,2,1,1,1,0.5,0.5
953,816,Sobble,Memmeon,8,Normal,Water Lizard Pokémon,Water,,0.3,4,2,Torrent,,Sniper,310,50,40,40,70,40,70,45,,,Medium Slow,Field,Water 1,87.5,20,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1
954,817,Drizzile,Phlegleon,8,Normal,Water lizard Pokémon,Water,,0.7,11.5,2,Torrent,,Sniper,420,65,60,55,95,55,90,45,,,Medium Slow,Field,Water 1,87.5,20,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1
955,818,Inteleon,Intelleon,8,Normal,Secret Agent Pokémon,Water,,1.9,45.2,2,Torrent,,Sniper,530,70,85,65,125,65,120,45,,,Medium Slow,Field,Water 1,87.5,20,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1
956,819,Skwovet,Raffel,8,Normal,Cheeky Pokémon,Normal,,0.3,2.5,2,Cheek Pouch,,Gluttony,275,70,55,55,35,35,25,255,,,Medium Fast,Field,,50,20,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1
957,820,Greedent,Schlaraffel,8,Normal,Greedy Pokémon,Normal,,0.6,6,2,Cheek Pouch,,Gluttony,460,120,95,95,55,75,20,90,,,Medium Fast,Field,,50,20,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1
958,821,Rookidee,Meikro,8,Normal,Tiny Bird Pokémon,Flying,,0.2,1.8,3,Keen Eye,Unnerve,Big Pecks,245,38,47,35,33,35,57,255,,,Medium Slow,Flying,,50,15,1,1,1,2,0.5,2,0.5,1,0,1,1,0.5,2,1,1,1,1,1
959,822,Corvisquire,Kranoviz,8,Normal,Raven Pokémon,Flying,,0.8,16,3,Keen Eye,Unnerve,Big Pecks,365,68,67,55,43,55,77,120,,,Medium Slow,Flying,,50,15,1,1,1,2,0.5,2,0.5,1,0,1,1,0.5,2,1,1,1,1,1
960,823,Corviknight,Krarmor,8,Normal,Raven Pokémon,Flying,Steel,2.2,75,3,Pressure,Unnerve,Mirror Armor,495,98,87,105,53,85,67,45,,,Medium Slow,Flying,,50,15,0.5,2,1,2,0.25,1,1,0,0,0.5,0.5,0.25,1,1,0.5,1,0.5,0.5
961,824,Blipbug,Sensect,8,Normal,Larva Pokémon,Bug,,0.4,8,3,Swarm,Compound Eyes,Telepathy,180,25,20,20,25,45,45,255,,,Medium Fast,Bug,,50,15,1,2,1,1,0.5,1,0.5,1,0.5,2,1,1,2,1,1,1,1,1
962,825,Dottler,Kerardar,8,Normal,Radome Pokémon,Bug,Psychic,0.4,19.5,3,Swarm,Compound Eyes,Telepathy,335,50,35,80,50,90,30,120,,,Medium Fast,Bug,,50,15,1,2,1,1,0.5,1,0.25,1,0.5,2,0.5,2,2,2,1,2,1,1
963,826,Orbeetle,Maritellit,8,Normal,Seven Spot Pokémon,Bug,Psychic,0.4,40.8,3,Swarm,Frisk,Telepathy,505,60,45,110,80,120,90,45,,,Medium Fast,Bug,,50,15,1,2,1,1,0.5,1,0.25,1,0.5,2,0.5,2,2,2,1,2,1,1
964,827,Nickit,Kleptifux,8,Normal,Fox Pokémon,Dark,,0.6,8.9,3,Run Away,Unburden,Stakeout,245,40,28,28,47,52,50,255,,,Fast,Field,,50,15,1,1,1,1,1,1,2,1,1,1,0,2,1,0.5,1,0.5,1,2
965,828,Thievul,Gaunux,8,Normal,Fox Pokémon,Dark,,1.2,19.9,3,Run Away,Unburden,Stakeout,455,70,58,58,87,92,90,127,,,Fast,Field,,50,15,1,1,1,1,1,1,2,1,1,1,0,2,1,0.5,1,0.5,1,2
966,829,Gossifleur,Cottini,8,Normal,Flowering Pokémon,Grass,,0.4,2.2,3,Cotton Down,Regenerator,Effect Spore,250,40,40,60,40,60,10,190,,,Medium Fast,Grass,,50,20,1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1
967,830,Eldegoss,Cottomi,8,Normal,Cotton Bloom Pokémon,Grass,,0.5,2.5,3,Cotton Down,Regenerator,Effect Spore,460,60,50,90,80,120,60,75,,,Medium Fast,Grass,,50,20,1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1
968,831,Wooloo,Wolly,8,Normal,Sheep Pokémon,Normal,,0.6,6,3,Fluffy,Run Away,Bulletproof,270,42,40,55,40,45,48,255,,,Medium Fast,Field,,50,15,1,2,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1
969,832,Dubwool,Zwollock,8,Normal,Sheep Pokémon,Normal,,1.3,43,3,Fluffy,Steadfast,Bulletproof,490,72,80,100,60,90,88,127,,,Medium Fast,Field,,50,15,1,2,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1
970,833,Chewtle,Kamehaps,8,Normal,Snapping Pokémon,Water,,0.3,8.5,3,Strong Jaw,Shell Armor,Swift Swim,284,50,64,50,38,38,44,255,,,Medium Fast,Monster,Water 1,50,20,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1
971,834,Drednaw,Kamalm,8,Normal,Bite Pokémon,Water,Rock,1,115.5,3,Strong Jaw,Shell Armor,Swift Swim,485,90,115,90,48,68,74,75,,,Medium Fast,Monster,Water 1,50,20,0.5,0.25,1,2,4,0.5,2,0.5,2,0.5,1,1,1,1,1,1,1,1
972,835,Yamper,Voldi,8,Normal,Puppy Pokémon,Electric,,0.3,13.5,2,Ball Fetch,,Rattled,270,59,45,50,40,50,26,255,,,Fast,Field,,50,20,1,1,1,0.5,1,1,1,1,2,0.5,1,1,1,1,1,1,0.5,1
973,836,Boltund,Bellektro,8,Normal,Dog Pokémon,Electric,,1,34,2,Strong Jaw,,Competitive,490,69,90,60,90,60,121,45,,,Fast,Field,,50,20,1,1,1,0.5,1,1,1,1,2,0.5,1,1,1,1,1,1,0.5,1
974,837,Rolycoly,Klonkett,8,Normal,Coal Pokémon,Rock,,0.3,12,3,Steam Engine,Heatproof,Flash Fire,240,30,40,50,40,50,30,255,,,Medium Slow,Mineral,,50,15,0.5,0.5,2,1,2,1,2,0.5,2,0.5,1,1,1,1,1,1,2,1
975,838,Carkol,Wagong,8,Normal,Coal Pokémon,Rock,Fire,1.1,78,3,Steam Engine,Flame Body,Flash Fire,410,80,60,90,60,70,50,120,,,Medium Slow,Mineral,,50,15,0.5,0.25,4,1,1,0.5,2,0.5,4,0.5,1,0.5,2,1,1,1,1,0.5
976,839,Coalossal,Montecarbo,8,Normal,Coal Pokémon,Rock,Fire,2.8,310.5,3,Steam Engine,Flame Body,Flash Fire,510,110,80,120,80,90,30,45,,,Medium Slow,Mineral,,50,15,0.5,0.25,4,1,1,0.5,2,0.5,4,0.5,1,0.5,2,1,1,1,1,0.5
977,840,Applin,Knapfel,8,Normal,Apple Core Pokémon,Grass,Dragon,0.2,0.5,3,Ripen,Gluttony,Bulletproof,260,40,40,80,40,40,20,255,,,Erratic,Dragon,Grass,50,20,1,1,0.25,0.25,0.25,4,1,2,0.5,2,1,2,1,1,2,1,1,2
978,841,Flapple,Drapfel,8,Normal,Apple Wing Pokémon,Grass,Dragon,0.3,1,3,Ripen,Gluttony,Hustle,485,70,110,80,95,60,70,45,,,Erratic,Dragon,Grass,50,20,1,1,0.25,0.25,0.25,4,1,2,0.5,2,1,2,1,1,2,1,1,2
979,842,Appletun,Schlapfel,8,Normal,Apple Nectar Pokémon,Grass,Dragon,0.4,13,3,Ripen,Gluttony,Thick Fat,485,110,85,80,100,80,30,45,,,Erratic,Dragon,Grass,50,20,1,1,0.25,0.25,0.25,4,1,2,0.5,2,1,2,1,1,2,1,1,2
980,843,Silicobra,Salanga,8,Normal,Sand Snake Pokémon,Ground,,2.2,7.6,3,Sand Spit,Shed Skin,Sand Veil,315,52,57,75,35,50,46,255,,,Medium Fast,Dragon,Field,50,20,1,1,2,0,2,2,1,0.5,1,1,1,1,0.5,1,1,1,1,1
981,844,Sandaconda,Sanaconda,8,Normal,Sand Snake Pokémon,Ground,,3.8,65.5,3,Sand Spit,Shed Skin,Sand Veil,510,72,107,125,65,70,71,120,,,Medium Fast,Dragon,Field,50,20,1,1,2,0,2,2,1,0.5,1,1,1,1,0.5,1,1,1,1,1
982,845,Cramorant,Urgl,8,Normal,Gulp Pokémon,Flying,Water,0.8,18,1,Gulp Missile,,,475,70,85,55,85,95,85,45,,,Medium Fast,Flying,Water 1,50,20,1,0.5,0.5,4,1,1,0.5,1,0,1,1,0.5,2,1,1,1,0.5,1
983,846,Arrokuda,Pikuda,8,Normal,Rush Pokémon,Water,,0.5,1,2,Swift Swim,,Propeller Tail,280,41,63,40,40,30,66,255,,,Slow,Water 2,,50,20,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1
984,847,Barraskewda,Barrakiefa,8,Normal,Skewer Pokémon,Water,,1.3,30,2,Swift Swim,,Propeller Tail,490,61,123,60,60,50,136,60,,,Slow,Water 2,,50,20,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1
985,848,Toxel,Toxel,8,Normal,Baby Pokémon,Electric,Poison,0.4,11,3,Rattled,Static,Klutz,242,40,38,35,54,35,40,75,,,Medium Slow,Undiscovered,,50,25,1,1,1,0.5,0.5,1,0.5,0.5,4,0.5,2,0.5,1,1,1,1,0.5,0.5
986,849,Toxtricity Low Key Form,Riffex,8,Normal,Punk Pokémon,Electric,Poison,1.6,40,3,Punk Rock,Minus,Technician,502,75,98,70,114,70,75,45,,,Medium Slow,Human-Like,,50,25,1,1,1,0.5,0.5,1,0.5,0.5,4,0.5,2,0.5,1,1,1,1,0.5,0.5
987,849,Toxtricity Amped Form,Riffex,8,Normal,Punk Pokémon,Electric,Poison,1.6,40,3,Punk Rock,Plus,Technician,502,75,98,70,114,70,75,45,,,Medium Slow,Human-Like,,50,25,1,1,1,0.5,0.5,1,0.5,0.5,4,0.5,2,0.5,1,1,1,1,0.5,0.5
988,850,Sizzlipede,Thermopod,8,Normal,Radiator Pokémon,Fire,Bug,0.7,1,3,Flash Fire,White Smoke,Flame Body,305,50,65,45,50,50,45,190,,,Medium Fast,Bug,,50,20,1,0,2,1,0.25,0.5,0.5,1,1,2,1,0.5,4,1,1,1,0.5,0.5
989,851,Centiskorch,Infernopod,8,Normal,Radiator Pokémon,Fire,Bug,3,120,3,Flash Fire,White Smoke,Flame Body,525,100,115,65,90,90,65,75,,,Medium Fast,Bug,,50,20,1,0,2,1,0.25,0.5,0.5,1,1,2,1,0.5,4,1,1,1,0.5,0.5
990,852,Clobbopus,Klopptopus,8,Normal,Tantrum Pokémon,Fighting,,0.6,4,2,Limber,,Technician,310,50,68,60,50,50,32,180,,,Medium Slow,Human-Like,Water 1,50,25,1,1,1,1,1,1,1,1,1,2,2,0.5,0.5,1,1,0.5,1,2
991,853,Grapploct,Kaocto,8,Normal,Tantrum Pokémon,Fighting,,1.6,39,2,Limber,,Technician,480,80,118,90,70,80,42,45,,,Medium Slow,Human-Like,Water 1,50,25,1,1,1,1,1,1,1,1,1,2,2,0.5,0.5,1,1,0.5,1,2
992,854,Sinistea,Fatalitee,8,Normal,Black Tea Pokémon,Ghost,,0.1,0.2,2,Weak Armor,,Cursed Body,308,40,45,45,74,54,50,120,,,Medium Fast,Amorphous,Mineral,,20,0,1,1,1,1,1,0,0.5,1,1,1,0.5,1,2,1,2,1,1
993,855,Polteageist,Mortipot,8,Normal,Black Tea Pokémon,Ghost,,0.2,0.4,2,Weak Armor,,Cursed Body,508,60,65,65,134,114,70,60,,,Medium Fast,Amorphous,Mineral,,20,0,1,1,1,1,1,0,0.5,1,1,1,0.5,1,2,1,2,1,1
